name,description,target_amount,minbudget,maxbudget,datedebut,datefin,progress,status,objectivetype,isStatic,completed
Produce history can.,"Read again few image government peace follow. Early I fear ok. Think these floor phone.
About dinner husband interesting feeling key. Simply necessary front subject.",81185,40592,121777,2023-05-15,2024-07-11,50.6108529299072,InProgress,REVENUE_GROWTH,True,0
Stuff partner ability.,"Myself painting do. Yet at career behavior. Full nation hear edge bag fight low plant.
Young bill husband option page. Use forward attack big miss father. Sometimes culture wide.",36452,18226,54678,2024-03-03,2024-06-07,63.98182531722747,Completed,COST_REDUCTION,True,1
Anyone high.,"Action hundred discuss media. Idea development always bad strong assume visit.
Place we laugh group. Of girl eye go important hair always. Clearly newspaper today them peace.",55224,27612,82836,2024-03-09,2025-08-15,1.5134695479035232,InProgress,PROFIT_MARGIN,True,0
Process knowledge size.,"Raise young particularly weight short word. Decade yourself something challenge bill. Case front build beautiful school third.
Measure across beautiful most heart find.",86721,43360,130081,2023-05-13,2023-11-08,41.713224826003504,Failed,TAX_OPTIMIZATION,True,0
Three without and.,"Find upon perform once improve. Arm heavy fact light stand speak ready.
Kitchen success hold. Room look strategy machine.",19239,9619,28858,2023-07-28,2025-12-13,53.342830458611616,Completed,PROFIT_MARGIN,False,0
Seem behavior.,Beat investment simply her once. Moment serious simple player exist present. Realize whatever our last.,7772,3886,11658,2024-12-04,2025-04-06,2.278538011840181,InProgress,DEBT_MANAGEMENT,False,0
Still visit.,"Put low major memory condition condition identify.
Check appear southern leader as. Board sea base age store hair care eight.",48993,24496,73489,2025-01-21,2025-12-06,46.598684305534874,InProgress,BUDGET,False,0
Tonight yard thought.,Much take far first foot nice. Maybe red upon manager remain although. Kind bank prepare party.,81585,40792,122377,2024-06-01,2024-06-18,89.21259183365554,Failed,TAX_OPTIMIZATION,False,1
Door six week.,How media political financial today. Available as responsibility development only.,41819,20909,62728,2024-05-13,2025-07-06,21.06310706783653,Completed,TAX_OPTIMIZATION,False,0
Particular prevent history.,"Possible education class within girl clear foreign. Paper exactly stay size. See one probably rule ready.
Tv purpose strategy. Form report well account just. Memory up expert draw establish store.",86839,43419,130258,2024-01-03,2025-11-28,98.93924790584188,Failed,DEBT_MANAGEMENT,True,1
Buy film vote.,New town among employee plant mention list. Nice break still ready some lay determine. Go about whom TV lay issue.,45545,22772,68317,2023-08-05,2024-05-08,70.58365866545253,Failed,DEBT_MANAGEMENT,False,1
Perhaps travel.,"Song town four what range police know. Fish them marriage majority anything physical.
Argue manager owner call quality. Course particularly call near project.
Table expert difficult sell.",48987,24493,73480,2025-03-14,2026-02-25,59.445427580849106,InProgress,TAX_OPTIMIZATION,True,0
Him entire.,"Business address become old. Woman dream seek strong public project guy.
Culture need eye option respond. Along say unit degree.",41034,20517,61551,2024-03-27,2026-01-09,99.71466586635904,Completed,CASH_FLOW,False,1
Fish woman establish.,"Fear former even never style economic some time. City prepare else minute.
Cup become manager collection feeling note defense computer.",35395,17697,53092,2024-04-04,2024-11-21,24.50956974514684,InProgress,DEBT_MANAGEMENT,True,0
Organization environmental example religious.,"Resource director check southern. Realize me science.
Woman sing cultural offer whom then door. Know part condition occur attack. Create study hit bring visit once long.",11544,5772,17316,2025-04-04,2025-04-19,77.18172727812671,Completed,CASH_FLOW,False,0
Place door.,Admit explain Republican guess assume speech bill. Region smile development huge. Pass sound music federal Republican ball. Character tree thought stuff.,1244,622,1866,2023-08-09,2023-08-14,41.06280519296156,Failed,DEBT_MANAGEMENT,True,0
Stop act.,Turn trade fish learn enter training positive. Small role yeah its we. Rock level question image nothing tend.,58713,29356,88069,2024-12-26,2025-05-10,22.796968582232722,Completed,REVENUE_GROWTH,True,0
Agency improve especially.,"Agency nor make take factor right. Western find right tell girl picture so. Better ago discuss do method.
Like upon fine high meet. Up sport main establish fill remain animal.",93151,46575,139726,2023-07-23,2023-11-14,92.11704506100041,Failed,BUDGET,False,0
Effort how both.,Movie bank visit significant treatment road another black. Many human admit rise would address claim bring.,41608,20804,62412,2025-01-18,2025-08-04,17.199961469300394,InProgress,TAX_OPTIMIZATION,True,0
Likely environment.,Painting yeah our. Radio four eight process understand. Consumer teach hold again return drive.,12990,6495,19485,2023-12-11,2025-11-30,4.30272700215335,InProgress,EXPENSE_CONTROL,True,0
Blood him order.,Resource test politics involve few character general miss. Mission foot like push role join fill. Ground teach draw.,40552,20276,60828,2023-05-23,2024-11-10,51.476228933439494,Failed,TAX_OPTIMIZATION,False,1
Early traditional trip.,"Hair kid explain method. Mr station although second people it reach. Six fall quality affect break pick any.
More professional hospital reason see home war. Small design boy.",72708,36354,109062,2025-02-15,2025-03-27,50.18326272394633,InProgress,TAX_OPTIMIZATION,True,0
Term physical.,Economy discuss system statement his student itself money. Class sometimes shake nice. Congress individual there new save.,89379,44689,134068,2025-03-03,2025-12-17,60.27843546772391,InProgress,BUDGET,True,0
Represent interesting.,True color small like center. Foot with federal economy enjoy tell work.,98090,49045,147135,2024-01-21,2025-08-25,6.42087954801741,InProgress,EXPENSE_CONTROL,False,0
Employee.,Gun state want house sound. Collection talk though participant health. Democrat behavior certain station prepare once who. Down pressure bar everyone.,43793,21896,65689,2023-06-19,2023-09-22,44.296131676011626,Completed,REVENUE_GROWTH,True,0
Account detail.,"Result above lead development hold. Bring various low our act customer movie. Couple find near art well.
Enjoy great art else cold report board.",39992,19996,59988,2023-11-20,2026-01-05,32.7117799065452,InProgress,TAX_OPTIMIZATION,False,0
Million despite edge pattern.,"Site option seem character those born because. Save but film. Bed argue take small.
Table interview Mrs opportunity. Success blood stage detail day too report.",11416,5708,17124,2024-06-30,2025-05-29,11.0715847019206,InProgress,DEBT_MANAGEMENT,True,0
Set wind.,"Agent fine really. Million despite writer name. Feel would pass interest article this.
Behavior walk ability. White employee month skin almost attorney land.
Her feeling true walk air fund.",61754,30877,92631,2024-04-02,2025-05-30,30.535724221803008,Failed,EXPENSE_CONTROL,False,0
Example chance if.,"Guess care TV culture. Rule great hospital food little mention. Analysis experience home pass need.
Because job above doctor into.",16294,8147,24441,2025-01-29,2026-01-16,38.50079978011301,InProgress,CASH_FLOW,True,0
Include source believe six.,Along course occur hear type. Company place money force floor modern between fill. Development behavior local leader occur even work police.,29564,14782,44346,2023-06-22,2024-06-25,58.36692897707294,Completed,DEBT_MANAGEMENT,True,0
Resource several loss measure.,Leg expert central international. Traditional go outside with this. Leave light easy go participant development.,99379,49689,149068,2024-09-02,2026-04-13,72.95596796422775,Failed,BUDGET,False,0
Policy worker return.,Theory even who authority list whether. Blue remain window thank be. Security send until author citizen. Production someone key catch down.,44918,22459,67377,2024-10-01,2025-08-24,51.27354952531255,InProgress,PROFIT_MARGIN,True,1
Specific information.,"Accept sense other answer want author real sport. Thought key field statement able office go business. Ready in whatever thus yourself ago may score.
Conference care take over.",31818,15909,47727,2024-04-09,2025-12-01,21.592743936698945,Completed,COST_REDUCTION,False,0
Worker in.,"Present late focus better model news sister show. Together relate start chair woman.
Black task describe mission red generation image. Religious such catch may hair year memory.",98842,49421,148263,2024-08-18,2024-11-10,66.86129861754144,Completed,CASH_FLOW,False,0
Stay shoulder yes.,"Write describe floor season. Eye commercial perform can become story.
West until energy door drug few. Action purpose argue recognize.",39529,19764,59293,2023-08-16,2023-11-23,90.3496066016342,InProgress,EXPENSE_CONTROL,True,1
Like center.,Free design throw sit. Little enough sense this almost travel institution. Necessary week director.,7426,3713,11139,2024-05-19,2024-08-29,68.85278873186098,Completed,INVESTMENT,True,1
Every miss.,"Join only nice imagine building whom. Possible out provide religious reach increase.
Position ago agreement production. Show rate especially him material dog. Five effort speak adult lot before.",10549,5274,15823,2025-01-18,2026-02-03,67.386489423051,Failed,REVENUE_GROWTH,False,1
Form respond.,"Room pass generation sort outside his exactly total. Central choice economy sense save star use maintain.
Trouble travel draw safe executive television. Ok debate capital table.",17887,8943,26830,2025-04-06,2026-01-25,94.22896697142845,Completed,BUDGET,False,1
Now experience.,Human church several painting people read. Near collection soldier old worry. Station life person degree conference resource.,63283,31641,94924,2024-12-28,2025-05-19,35.665878606867864,InProgress,CASH_FLOW,False,0
Poor some so.,"Character indeed example. Take family process answer.
Three then size outside really add state cup. Dream factor try agency office. Return officer reduce popular almost.",44777,22388,67165,2025-03-18,2025-12-27,50.115601640902206,Failed,REVENUE_GROWTH,True,0
Edge ground wonder.,"East I officer indeed. Upon style form face note some threat.
Would its at senior. Almost rule scientist necessary mouth.",20105,10052,30157,2025-02-10,2025-09-28,34.943187833941394,Failed,BUDGET,True,0
White finish hair.,Myself figure sound hope remain. Rate reach statement benefit.,9509,4754,14263,2024-01-06,2024-06-20,14.86939624414373,InProgress,PROFIT_MARGIN,True,0
Old prevent.,"Anyone agent race size charge challenge. Team own make feel police staff federal.
Mean news prepare investment out continue. Ever college per and pull report.",37692,18846,56538,2024-08-04,2025-08-11,89.11404373018745,InProgress,TAX_OPTIMIZATION,True,0
Toward rather.,Mean really Democrat money beautiful seat four. May real heavy shake sing argue exist pay. Material glass friend although each decision.,86996,43498,130494,2024-01-02,2025-07-02,77.41330613279203,InProgress,CASH_FLOW,True,0
Data media father.,State season room foot that more. Bed agency with subject in from occur. Foreign ever one wind. Accept notice thus list.,40628,20314,60942,2024-03-17,2024-05-11,7.5179867015304875,InProgress,EXPENSE_CONTROL,True,0
